,order_id,product_id,unit_price,quantity,discount
1945,11001,46,,25,0.0
1946,11001,55,,6,0.0
1947,11002,13,,56,0.0
1948,11002,35,,15,
1949,11002,42,,24,
1950,11002,55,,40,0.0
1951,11003,1,,4,0.0
1952,11003,40,18.4,10,0.0
1953,11003,52,,10,0.0
1954,11004,26,,6,0.0
1955,11004,76,,6,0.0
1956,11005,1,,2,0.0
1957,11005,59,,10,0.0
1958,11006,1,,8,0.0
1959,11006,29,,2,
1960,11007,8,,30,0.0
1961,11007,29,,10,0.0
1962,11007,42,,14,0.0
1963,11008,28,,70,
1964,11008,34,,90,
1965,11008,71,21.5,21,0.0
1966,11009,24,4.5,12,0.0
1967,11009,36,,18,
1968,11009,60,,9,0.0
1969,11010,7,,20,0.0
1970,11010,24,4.5,10,0.0
1971,11011,58,,40,
1972,11011,71,21.5,20,0.0
1973,11012,19,9.2,50,
1974,11012,60,,36,
1975,11012,71,21.5,60,
1976,11013,23,,10,0.0
1977,11013,42,,4,0.0
1978,11013,45,9.5,20,0.0
1979,11013,68,12.5,2,0.0
1980,11014,41,,28,
1981,11015,30,,15,0.0
1982,11015,77,,18,0.0
1983,11016,31,12.5,15,0.0
1984,11016,36,,16,0.0
1985,11017,3,,25,0.0
1986,11017,59,,110,0.0
1987,11017,70,,30,0.0
1988,11018,12,,20,0.0
1989,11018,18,,10,0.0
1990,11018,56,,5,0.0
1991,11019,46,,3,0.0
1992,11019,49,,2,0.0
1993,11020,10,,24,
1994,11021,2,,11,
1995,11021,20,,15,0.0
1996,11021,26,,63,0.0
1997,11021,51,,44,
1998,11021,72,,35,0.0
1999,11022,19,9.2,35,0.0
2000,11022,69,,30,0.0
2001,11023,7,,4,0.0
2002,11023,43,,30,0.0
2003,11024,26,,12,0.0
2004,11024,33,2.5,30,0.0
2005,11024,65,21.05,21,0.0
2006,11024,71,21.5,50,0.0
2007,11025,1,,10,
2008,11025,13,,20,
2009,11026,18,,8,0.0
2010,11026,51,,10,0.0
2011,11027,24,4.5,30,
2012,11027,62,,21,
2013,11028,55,,35,0.0
2014,11028,59,,24,0.0
2015,11029,56,,20,0.0
2016,11029,63,,12,0.0
2017,11030,2,,100,
2018,11030,5,,70,0.0
2019,11030,29,,60,
2020,11030,59,,100,
2021,11031,1,,45,0.0
2022,11031,13,,80,0.0
2023,11031,24,4.5,21,0.0
2024,11031,64,,20,0.0
2025,11031,71,21.5,16,0.0
2026,11032,36,,35,0.0
2027,11032,38,,25,0.0
2028,11032,59,,30,0.0
2029,11033,53,,70,
2030,11033,69,,36,
2031,11034,21,,15,
2032,11034,44,,12,0.0
2033,11034,61,28.5,6,0.0
2034,11035,1,,10,0.0
2035,11035,35,,60,0.0
2036,11035,42,,30,0.0
2037,11035,54,,10,0.0
2038,11036,13,,7,0.0
2039,11036,59,,30,0.0
2040,11037,70,,4,0.0
2041,11038,40,18.4,5,
2042,11038,52,,2,0.0
2043,11038,71,21.5,30,0.0
2044,11039,28,,20,0.0
2045,11039,35,,24,0.0
2046,11039,49,,60,0.0
2047,11039,57,19.5,28,0.0
2048,11040,21,,20,0.0
2049,11041,2,,30,
2050,11041,63,,30,0.0
2051,11042,44,,15,0.0
2052,11042,61,28.5,4,0.0
2053,11043,11,,10,0.0
2054,11044,62,,12,0.0
2055,11045,33,2.5,15,0.0
2056,11045,51,,24,0.0
2057,11046,12,,20,
2058,11046,32,,15,
2059,11046,35,,18,
2060,11047,1,,25,
2061,11047,5,,30,
2062,11048,68,12.5,42,0.0
2063,11049,2,,10,
2064,11049,12,,4,
2065,11050,76,,50,
2066,11051,24,4.5,10,
2067,11052,43,,30,
2068,11052,61,28.5,10,
2069,11053,18,,35,
2070,11053,32,,20,0.0
2071,11053,64,,25,
2072,11054,33,2.5,10,0.0
2073,11054,67,,20,0.0
2074,11055,24,4.5,15,0.0
2075,11055,25,,15,0.0
2076,11055,51,,20,0.0
2077,11055,57,19.5,20,0.0
2078,11056,7,,40,0.0
2079,11056,55,,35,0.0
2080,11056,60,,50,0.0
2081,11057,70,,3,0.0
2082,11058,21,,3,0.0
2083,11058,60,,21,0.0
2084,11058,61,28.5,4,0.0
2085,11059,13,,30,0.0
2086,11059,17,,12,0.0
2087,11059,60,,35,0.0
2088,11060,60,,4,0.0
2089,11060,77,,10,0.0
2090,11061,60,,15,0.0
2091,11062,53,,10,
2092,11062,70,,12,
2093,11063,34,,30,0.0
2094,11063,40,18.4,40,
2095,11063,41,,30,
2096,11064,17,,77,
2097,11064,41,,12,0.0
2098,11064,53,,25,
2099,11064,55,,4,
2100,11064,68,12.5,55,0.0
2101,11065,30,,4,
2102,11065,54,,20,
2103,11066,16,,3,0.0
2104,11066,19,9.2,42,0.0
2105,11066,34,,35,0.0
2106,11067,41,,9,0.0
2107,11068,28,,8,
2108,11068,43,,36,
2109,11068,77,,28,
2110,11069,39,,20,0.0
2111,11070,1,,40,
2112,11070,2,,20,
2113,11070,16,,30,
2114,11070,31,12.5,20,0.0
2115,11071,7,,15,
2116,11071,13,,10,
2117,11072,2,,8,0.0
2118,11072,41,,40,0.0
2119,11072,50,,22,0.0
2120,11072,64,,130,0.0
2121,11073,11,,10,0.0
2122,11073,24,4.5,20,0.0
2123,11074,16,,14,
2124,11075,2,,10,
2125,11075,46,,30,
2126,11075,76,,2,
2127,11076,6,,20,
2128,11076,14,,20,
2129,11076,19,9.2,10,
2130,11077,2,,24,
2131,11077,3,,4,0.0
2132,11077,4,,1,0.0
2133,11077,6,,1,
2134,11077,7,,1,
2135,11077,8,,2,
2136,11077,10,,1,0.0
2137,11077,12,,2,
2138,11077,13,,4,0.0
2139,11077,14,,1,
2140,11077,16,,2,
2141,11077,20,,1,
2142,11077,23,,2,0.0
2143,11077,32,,1,0.0
2144,11077,39,,2,
2145,11077,41,,3,0.0
2146,11077,46,,3,
2147,11077,52,,2,0.0
2148,11077,55,,2,0.0
2149,11077,60,,2,
2150,11077,64,,2,
2151,11077,66,,1,0.0
2152,11077,73,,2,
2153,11077,75,,4,0.0
2154,11077,77,,2,0.0
